"","time","vel","LINK"
"154012",2016-09-02 05:00:00,14,"1230032200"
"154013",2016-09-02 05:10:00,1.80769230769231,"1230032200"
"93375",2016-09-02 05:20:00,15.3620689655172,"1230032200"
"142699",2016-09-02 05:30:00,17.3283582089552,"1230032200"
"21032",2016-09-02 05:40:00,16.40625,"1230032200"
"39273",2016-09-02 05:50:00,11.703125,"1230032200"
"16413",2016-09-02 06:00:00,20.0526315789474,"1230032200"
"6735",2016-09-02 06:10:00,11.1379310344828,"1230032200"
"106265",2016-09-02 06:20:00,11.1166666666667,"1230032200"
"45973",2016-09-02 06:30:00,13.75,"1230032200"
"80043",2016-09-02 06:40:00,11.2978723404255,"1230032200"
"49262",2016-09-02 06:50:00,17.6885245901639,"1230032200"
"62624",2016-09-02 07:00:00,13.8297872340426,"1230032200"
"707",2016-09-02 07:10:00,11.765625,"1230032200"
"125166",2016-09-02 07:20:00,12.5957446808511,"1230032200"
"33282",2016-09-02 07:30:00,9.66666666666667,"1230032200"
"143173",2016-09-02 07:40:00,3.23529411764706,"1230032200"
"10418",2016-09-02 07:50:00,10.5403225806452,"1230032200"
"21725",2016-09-02 08:00:00,14.15625,"1230032200"
"39937",2016-09-02 08:10:00,10.8039215686275,"1230032200"
"87243",2016-09-02 08:20:00,9.93,"1230032200"
"7047",2016-09-02 08:30:00,6.95652173913043,"1230032200"
"87394",2016-09-02 08:40:00,8.34375,"1230032200"
"1275",2016-09-02 08:50:00,9.69426751592357,"1230032200"
"27559",2016-09-02 09:00:00,14.0467289719626,"1230032200"
"1406",2016-09-02 09:10:00,9.58974358974359,"1230032200"
"125816",2016-09-02 09:20:00,13.925,"1230032200"
"131903",2016-09-02 09:30:00,12.6666666666667,"1230032200"
"119142",2016-09-02 09:40:00,6.57407407407407,"1230032200"
"34132",2016-09-02 09:50:00,9.6890756302521,"1230032200"
"11234",2016-09-02 10:00:00,13.6911764705882,"1230032200"
"22492",2016-09-02 10:10:00,12.1219512195122,"1230032200"
"11369",2016-09-02 10:20:00,10.14,"1230032200"
"57045",2016-09-02 10:30:00,13.3333333333333,"1230032200"
"7442",2016-09-02 10:40:00,13.98,"1230032200"
"75258",2016-09-02 10:50:00,9.57894736842105,"1230032200"
"47351",2016-09-02 11:00:00,15.9423076923077,"1230032200"
"81525",2016-09-02 11:10:00,10.3620689655172,"1230032200"
"101578",2016-09-02 11:20:00,18.6292134831461,"1230032200"
"28307",2016-09-02 11:30:00,7.48837209302326,"1230032200"
"2188",2016-09-02 11:40:00,11.8148148148148,"1230032200"
"126634",2016-09-02 11:50:00,11.9166666666667,"1230032200"
"34833",2016-09-02 12:00:00,2.84931506849315,"1230032200"
"95603",2016-09-02 12:10:00,12.7818181818182,"1230032200"
"168073",2016-09-02 12:20:00,13.0952380952381,"1230032200"
"23215",2016-09-02 12:30:00,13.6666666666667,"1230032200"
"110155",2016-09-02 12:40:00,11.0921052631579,"1230032200"
"12085",2016-09-02 12:50:00,14.6296296296296,"1230032200"
"7806",2016-09-02 13:00:00,9.74074074074074,"1230032200"
"75949",2016-09-02 13:10:00,13.9041095890411,"1230032200"
"82225",2016-09-02 13:20:00,13.0923076923077,"1230032200"
"28941",2016-09-02 13:30:00,12.4263565891473,"1230032200"
"2860",2016-09-02 13:40:00,11.4,"1230032200"
"127299",2016-09-02 13:50:00,14.609375,"1230032200"
"120476",2016-09-02 14:00:00,15.5172413793103,"1230032200"
"168649",2016-09-02 14:10:00,3.34545454545455,"1230032200"
"96316",2016-09-02 14:20:00,9.72058823529412,"1230032200"
"139880",2016-09-02 14:30:00,12.1578947368421,"1230032200"
"23930",2016-09-02 14:40:00,10.2465753424658,"1230032200"
"42128",2016-09-02 14:50:00,12.6875,"1230032200"
"12852",2016-09-02 15:00:00,7.58695652173913,"1230032200"
"19264",2016-09-02 15:10:00,7.25,"1230032200"
"76630",2016-09-02 15:20:00,6.02479338842975,"1230032200"
"52068",2016-09-02 15:30:00,9.61538461538461,"1230032200"
"68194",2016-09-02 15:40:00,13.2323232323232,"1230032200"
"3620",2016-09-02 15:50:00,14.5223880597015,"1230032200"
"133961",2016-09-02 16:00:00,16.4918032786885,"1230032200"
"36253",2016-09-02 16:10:00,7.51898734177215,"1230032200"
"157622",2016-09-02 16:20:00,10.7796610169492,"1230032200"
"97066",2016-09-02 16:30:00,13.5897435897436,"1230032200"
"151015",2016-09-02 16:40:00,9.17241379310345,"1230032200"
"24640",2016-09-02 16:50:00,12.1171171171171,"1230032200"
"13561",2016-09-02 17:00:00,11.4761904761905,"1230032200"
"59133",2016-09-02 17:10:00,9.75,"1230032200"
"77288",2016-09-02 17:20:00,8.28125,"1230032200"
"90617",2016-09-02 17:30:00,9.7962962962963,"1230032200"
"83673",2016-09-02 17:40:00,13.8333333333333,"1230032200"
"4222",2016-09-02 17:50:00,13.0238095238095,"1230032200"
"69516",2016-09-02 18:00:00,7.57009345794393,"1230032200"
"30509",2016-09-02 18:10:00,12.2857142857143,"1230032200"
"4413",2016-09-02 18:20:00,7.14545454545455,"1230032200"
"134755",2016-09-02 18:30:00,11.8641975308642,"1230032200"
"122034",2016-09-02 18:40:00,8.19672131147541,"1230032200"
"37133",2016-09-02 18:50:00,0.588235294117647,"1230032200"
"97910",2016-09-02 19:00:00,9.70833333333333,"1230032200"
"141473",2016-09-02 19:10:00,13.8541666666667,"1230032200"
"25443",2016-09-02 19:20:00,8.38709677419355,"1230032200"
"14425",2016-09-02 19:30:00,11.9538461538462,"1230032200"
"70602",2016-09-02 19:40:00,12.8,"1230032200"
"78086",2016-09-02 19:50:00,9.76470588235294,"1230032200"
"84409",2016-09-02 20:00:00,13.375,"1230032200"
"53666",2016-09-02 20:10:00,11.4414414414414,"1230032200"
"5148",2016-09-02 20:20:00,14.4931506849315,"1230032200"
"122692",2016-09-02 20:30:00,14.8604651162791,"1230032200"
"37788",2016-09-02 20:40:00,0.981481481481482,"1230032200"
"26009",2016-09-02 20:50:00,14.2777777777778,"1230032200"
"98641",2016-09-02 21:00:00,13.3274336283186,"1230032200"
"26117",2016-09-02 21:10:00,13.68,"1230032200"
"44524",2016-09-02 21:20:00,12.6666666666667,"1230032200"
"15158",2016-09-02 21:30:00,10.1388888888889,"1230032200"
"60599",2016-09-02 21:40:00,22.9607843137255,"1230032200"
"9130",2016-09-02 21:50:00,11.1111111111111,"1230032200"
"54350",2016-09-02 22:00:00,12.974358974359,"1230032200"
"31901",2016-09-02 22:10:00,10.4537037037037,"1230032200"
"5840",2016-09-02 22:20:00,15.2105263157895,"1230032200"
"130235",2016-09-02 22:30:00,15.3150684931507,"1230032200"
"38474",2016-09-02 22:40:00,17.1025641025641,"1230032200"
"99311",2016-09-02 22:50:00,11.7058823529412,"1230032200"
"146857",2016-09-02 23:00:00,22.8823529411765,"1230032200"
"15756",2016-09-02 23:10:00,14.4117647058824,"1230032200"
"61183",2016-09-02 23:20:00,12.9285714285714,"1230032200"
"9359",2016-09-02 23:30:00,8.58333333333333,"1230032200"
"79444",2016-09-02 23:40:00,14.375,"1230032200"
"55035",2016-09-02 23:50:00,21.0568181818182,"1230032200"
"136897",2016-09-02 05:00:00,17.7948717948718,"1240000702"
"147306",2016-09-02 05:10:00,11,"1240000702"
"154075",2016-09-02 05:20:00,9.8625,"1240000702"
"9739",2016-09-02 05:30:00,12.6404494382022,"1240000702"
"16285",2016-09-02 05:40:00,10.144578313253,"1240000702"
"105893",2016-09-02 05:50:00,13.6031746031746,"1240000702"
"45796",2016-09-02 06:00:00,14.5185185185185,"1240000702"
"79861",2016-09-02 06:10:00,19.7619047619048,"1240000702"
"6740",2016-09-02 06:20:00,11.2571428571429,"1240000702"
"100235",2016-09-02 06:30:00,12.4444444444444,"1240000702"
"26714",2016-09-02 06:40:00,12.2456140350877,"1240000702"
"80104",2016-09-02 06:50:00,10.2222222222222,"1240000702"
"118202",2016-09-02 07:00:00,10.0533333333333,"1240000702"
"62744",2016-09-02 07:10:00,5.93939393939394,"1240000702"
"137516",2016-09-02 07:20:00,13.0555555555556,"1240000702"
"159944",2016-09-02 07:30:00,13.6153846153846,"1240000702"
"33347",2016-09-02 07:40:00,7.44736842105263,"1240000702"
"16891",2016-09-02 07:50:00,5.48648648648649,"1240000702"
"94202",2016-09-02 08:00:00,9.11949685534591,"1240000702"
"21784",2016-09-02 08:10:00,11.4019607843137,"1240000702"
"39999",2016-09-02 08:20:00,6.34645669291339,"1240000702"
"10680",2016-09-02 08:30:00,9.7037037037037,"1240000702"
"1213",2016-09-02 08:40:00,5.08064516129032,"1240000702"
"125628",2016-09-02 08:50:00,12.7397260273973,"1240000702"
"46744",2016-09-02 09:00:00,9.5,"1240000702"
"27620",2016-09-02 09:10:00,5.8740157480315,"1240000702"
"94693",2016-09-02 09:20:00,10.9315068493151,"1240000702"
"125869",2016-09-02 09:30:00,13.8901098901099,"1240000702"
"22301",2016-09-02 09:40:00,14.1481481481481,"1240000702"
"119204",2016-09-02 09:50:00,10.6181818181818,"1240000702"
"34196",2016-09-02 10:00:00,9.3302752293578,"1240000702"
"7300",2016-09-02 10:10:00,10.4494382022472,"1240000702"
"22552",2016-09-02 10:20:00,7.69148936170213,"1240000702"
"11431",2016-09-02 10:30:00,10.5138888888889,"1240000702"
"17863",2016-09-02 10:40:00,6.3625,"1240000702"
"65068",2016-09-02 10:50:00,10.9186046511628,"1240000702"
"28108",2016-09-02 11:00:00,7.03703703703704,"1240000702"
"47417",2016-09-02 11:10:00,7.56338028169014,"1240000702"
"126443",2016-09-02 11:20:00,9.41747572815534,"1240000702"
"34647",2016-09-02 11:30:00,4.02702702702703,"1240000702"
"138952",2016-09-02 11:40:00,14.6393442622951,"1240000702"
"149369",2016-09-02 11:50:00,13.3725490196078,"1240000702"
"23018",2016-09-02 12:00:00,6.89230769230769,"1240000702"
"41190",2016-09-02 12:10:00,8.85436893203883,"1240000702"
"11901",2016-09-02 12:20:00,4.38732394366197,"1240000702"
"18372",2016-09-02 12:30:00,9.06206896551724,"1240000702"
"23278",2016-09-02 12:40:00,10.8735632183908,"1240000702"
"47881",2016-09-02 12:50:00,4.35483870967742,"1240000702"
"28753",2016-09-02 13:00:00,8.76923076923077,"1240000702"
"2675",2016-09-02 13:10:00,6.02564102564103,"1240000702"
"76009",2016-09-02 13:20:00,7.40476190476191,"1240000702"
"35301",2016-09-02 13:30:00,11.5212765957447,"1240000702"
"66910",2016-09-02 13:40:00,1.55752212389381,"1240000702"
"2922",2016-09-02 13:50:00,9.58139534883721,"1240000702"
"127359",2016-09-02 14:00:00,9.79279279279279,"1240000702"
"23743",2016-09-02 14:10:00,5.66071428571429,"1240000702"
"12597",2016-09-02 14:20:00,2.61971830985915,"1240000702"
"12662",2016-09-02 14:30:00,7.07142857142857,"1240000702"
"8067",2016-09-02 14:40:00,9.08870967741935,"1240000702"
"76449",2016-09-02 14:50:00,11.3981481481481,"1240000702"
"42189",2016-09-02 15:00:00,9.02380952380952,"1240000702"
"3374",2016-09-02 15:10:00,12.8032786885246,"1240000702"
"8140",2016-09-02 15:20:00,8.56140350877193,"1240000702"
"76690",2016-09-02 15:30:00,10.2872340425532,"1240000702"
"36068",2016-09-02 15:40:00,4.14814814814815,"1240000702"
"68316",2016-09-02 15:50:00,4.20430107526882,"1240000702"
"96881",2016-09-02 16:00:00,9.18918918918919,"1240000702"
"134022",2016-09-02 16:10:00,11.0864197530864,"1240000702"
"36317",2016-09-02 16:20:00,7.05714285714286,"1240000702"
"157682",2016-09-02 16:30:00,7.67692307692308,"1240000702"
