"","time","vel","LINK"
"68324",2016-09-08 05:00:00,11.9090909090909,"1230032200"
"84712",2016-09-08 05:10:00,16.5490196078431,"1230032200"
"68363",2016-09-08 05:20:00,9.47368421052632,"1230032200"
"31200",2016-09-08 05:30:00,23.7209302325581,"1230032200"
"55392",2016-09-08 05:40:00,14.952380952381,"1230032200"
"122899",2016-09-08 05:50:00,22.3571428571429,"1230032200"
"55513",2016-09-08 06:00:00,14,"1230032200"
"103668",2016-09-08 06:10:00,11.8448275862069,"1230032200"
"110113",2016-09-08 06:20:00,17.8936170212766,"1230032200"
"25008",2016-09-08 06:30:00,17.2307692307692,"1230032200"
"43587",2016-09-08 06:40:00,15.5735294117647,"1230032200"
"37528",2016-09-08 06:50:00,26.75,"1230032200"
"43709",2016-09-08 07:00:00,12.3859649122807,"1230032200"
"4545",2016-09-08 07:10:00,11.0217391304348,"1230032200"
"68668",2016-09-08 07:20:00,13.8888888888889,"1230032200"
"6880",2016-09-08 07:30:00,9.58333333333333,"1230032200"
"85449",2016-09-08 07:40:00,11.1132075471698,"1230032200"
"68743",2016-09-08 07:50:00,8.5625,"1230032200"
"31906",2016-09-08 08:00:00,14.2571428571429,"1230032200"
"11555",2016-09-08 08:10:00,8.82882882882883,"1230032200"
"136479",2016-09-08 08:20:00,12.9285714285714,"1230032200"
"104392",2016-09-08 08:30:00,13.3882352941176,"1230032200"
"25758",2016-09-08 08:40:00,15.8235294117647,"1230032200"
"62843",2016-09-08 08:50:00,12.6506024096386,"1230032200"
"44445",2016-09-08 09:00:00,4.76744186046512,"1230032200"
"5280",2016-09-08 09:10:00,14.1219512195122,"1230032200"
"38431",2016-09-08 09:20:00,10.0967741935484,"1230032200"
"69065",2016-09-08 09:30:00,28,"1230032200"
"7564",2016-09-08 09:40:00,11.0980392156863,"1230032200"
"51085",2016-09-08 09:50:00,9.10112359550562,"1230032200"
"73637",2016-09-08 10:00:00,10.7083333333333,"1230032200"
"12297",2016-09-08 10:10:00,13.515625,"1230032200"
"56953",2016-09-08 10:20:00,21.1,"1230032200"
"130847",2016-09-08 10:30:00,15.1935483870968,"1230032200"
"105120",2016-09-08 10:40:00,14.5571428571429,"1230032200"
"26510",2016-09-08 10:50:00,10.8518518518519,"1230032200"
"63590",2016-09-08 11:00:00,12.5573770491803,"1230032200"
"45175",2016-09-08 11:10:00,0,"1230032200"
"45184",2016-09-08 11:20:00,4.72549019607843,"1230032200"
"6099",2016-09-08 11:30:00,12.75,"1230032200"
"6141",2016-09-08 11:40:00,15.8157894736842,"1230032200"
"74150",2016-09-08 11:50:00,9.83333333333333,"1230032200"
"99072",2016-09-08 12:00:00,11.8630136986301,"1230032200"
"118504",2016-09-08 12:10:00,11.0769230769231,"1230032200"
"12853",2016-09-08 12:20:00,14.9230769230769,"1230032200"
"33282",2016-09-08 12:30:00,16.6,"1230032200"
"12980",2016-09-08 12:40:00,14.68,"1230032200"
"57610",2016-09-08 12:50:00,18.8301886792453,"1230032200"
"131540",2016-09-08 13:00:00,18.5740740740741,"1230032200"
"27194",2016-09-08 13:10:00,12.6734693877551,"1230032200"
"20779",2016-09-08 13:20:00,12.746835443038,"1230032200"
"39736",2016-09-08 13:30:00,2.1,"1230032200"
"414",2016-09-08 13:40:00,8.08490566037736,"1230032200"
"39865",2016-09-08 13:50:00,20.7,"1230032200"
"99781",2016-09-08 14:00:00,11.625,"1230032200"
"52374",2016-09-08 14:10:00,11.5,"1230032200"
"13541",2016-09-08 14:20:00,15.4109589041096,"1230032200"
"33930",2016-09-08 14:30:00,13.9807692307692,"1230032200"
